match_key,career_match_index,career_stage,season,season_match_number,season_stage,date,day_of_week,week_of_season,days_since_last_match,is_back_to_back,match_density_3days,match_no,total_matches_that_day,multi_game_day,first_match_of_day,last_match_of_day,same_day_opponent_seq,opponent,opponent_slug,season_opponent_seq,is_repeat_opponent,rivalry,deaf_school,match_type,game_importance,game_importance_score,event_name,milestone_flag,set_scores,set_count,set_result,set_diff,result,location,forfeited,injured,sick,comeback_win,revenge_match,redemption_game,highlight_match,birthday_match,is_conference,is_playoffs,is_tournament,is_championship,total_points_for,total_points_against,margin_pct,high_margin_win,low_margin_loss,did_play,played_all_sets,favorite_match,stats_available,personal_performance_score,personal_performance_score_norm100,personal_performance_score_norm01,personal_performance_per_set,personal_performance_per_set_norm100,personal_performance_per_set_norm01,season_avg_performance_score,season_avg_performance_score_norm100,season_avg_performance_score_norm01,personal_performance_percentile,personal_performance_percentile_norm01,performance_brilliance_score,performance_brilliance_score_norm100,performance_brilliance_score_norm01,performance_label,fan_excitement,game_rating,clutch_factor,clutch_performance_flag,below_avg_performance,form_trend_label,efficiency_score,offensive_focus_score,defensive_impact_score,zero_stat_match,season_highs_flags,career_highs_flags,record_breaker_flag,best_performance_of_season,best_match_of_season,heartbreaker,dominant_sweep,momentum_swing,deciding_set_win,deciding_set_loss,bounceback_win,opponent_strength_tier,upset_victory,predictable_match,team_needed_win,energy_boost_game,confidence_boost_game,high_impact_win,offense_dominant_match,defense_dominant_match,balanced_match,low_error_game,win_streak,loss_streak,prev_result,prev_percentile,prev_win_streak,prev_loss_streak,was_set_swept,swept_opponent,deciding_set_played,sets_played,kills_attacking,kills_per_set_attacking,kill_pct_attacking,kill_att_attacking,kill_err_attacking,hit_pct_attacking,assists_ball_handling,assists_per_set_ball_handling,ball_handling_att_ball_handling,ball_handling_err_ball_handling,solo_blks_blocking,assisted_blks_blocking,total_blks_blocking,blks_per_set_blocking,blk_err_blocking,digs_digging,dig_err_digging,digs_per_set_digging,receiving_serve_receiving,receiving_err_serve_receiving,receiving_per_set_serve_receiving,aces_serving,aces_per_set_serving,ace_pct_serving,serve_att_serving,serve_err_serving,serve_pct_serving,points_serving,maxpreps
FR_10-12_BURKE_1,21.0,early,FR,23,mid,2016-10-12,Wednesday,6,1,True,2,1,1,False,,,1,Burke,BURKE,1,False,False,False,regular,low,0,,,"25-9,25-12,22-25,25-10",4,3-1,2,W,away,False,False,False,False,False,False,False,False,True,False,False,False,97,56,0.268,False,False,True,True,False,True,377.2,27.0,0.27,94.3,9.8,0.098,462.32,0.0,0.0,41.2,0.412,3,37.5,0.375,QUIET,0.0,0.82,0.0,False,True,UP,75.44,0.972,3.75,False,points_serving,,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,False,False,True,False,False,False,2,0,W,11.765,1.0,0.0,False,False,False,4.0,5.0,1.3,27.8,18.0,3.0,0.111,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.5,9.0,1.0,2.3,1.0,0.3,10.0,10.0,0.0,100.0,0.0,https://www.maxpreps.com/games/10-12-2016/volleyball-16/burke-vs-model-secondary-school-for-the-deaf.htm?c=Us4trl_zYE-CmlSfbnhPPg#tab=box-score&schoolid=
FR_10-13_BHA_1,22.0,early,FR,24,mid,2016-10-13,Thursday,7,1,True,3,1,1,False,,,1,Berman Hebrew Academy,BHA,1,False,False,False,regular,low,0,,,"25-3,25-4,25-9",3,3-0,3,W,away,False,False,False,False,False,False,False,False,True,False,False,False,75,16,0.648,True,False,True,True,False,True,1083.0,100.0,1.0,361.0,56.8,0.568,462.32,0.0,0.0,100.0,1.0,6,75.0,0.75,SOLID,0.0,2.34,0.0,False,False,UP,270.75,0.993,3.33,False,points_serving;personal_performance_score,,False,True,False,False,True,False,False,False,False,Low,False,False,False,False,False,False,True,False,False,False,3,0,W,41.176,2.0,0.0,False,True,False,3.0,4.0,1.3,66.7,6.0,2.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.3,3.0,0.0,1.0,2.0,0.7,50.0,4.0,1.0,75.0,0.0,https://www.maxpreps.com/games/10-13-2016/volleyball-16/berman-hebrew-academy-vs-model-secondary-school-for-the-deaf.htm?c=wBOWsi4yKU-0NsYO6AW5gA#tab=box-score&schoolid=
FR_10-15_MISD_1,23.0,early,FR,25,late,2016-10-15,Saturday,7,2,False,2,1,1,False,,,1,Mississippi School for the Deaf,MISD,1,False,False,True,regular,low,0,,,"25-15,25-14,25-13",3,3-0,3,W,home,False,False,False,False,False,False,False,False,False,False,False,False,75,42,0.282,False,False,True,True,False,True,489.4,38.6,0.386,163.13,21.9,0.219,462.32,0.0,0.0,55.9,0.559,3,37.5,0.375,QUIET,0.0,1.06,0.0,False,False,FLAT,61.18,0.986,4.33,False,points_serving;assists_ball_handling,,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,False,False,True,True,True,False,4,0,W,100.0,3.0,0.0,False,True,False,3.0,9.0,3.0,33.3,27.0,6.0,0.111,2.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.7,5.0,1.0,1.7,2.0,0.7,16.7,12.0,0.0,100.0,0.0,https://www.maxpreps.com/games/10-15-2016/volleyball-16/mississippi-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=QLQua9MRV06tGzikyS_X5Q#tab=box-score&schoolid=
FR_10-18_SAA_1,24.0,early,FR,26,late,2016-10-18,Tuesday,7,3,False,1,1,1,False,,,1,Spencerville Adventist Academy,SAA,1,False,False,False,regular,low,0,,,"25-15,25-9,25-9",3,3-0,3,W,home,False,False,False,False,False,False,False,False,True,False,False,False,75,33,0.389,False,False,True,True,False,True,440.5,33.5,0.335,146.83,19.0,0.19,462.32,0.0,0.0,47.1,0.471,3,37.5,0.375,QUIET,0.0,0.95,0.0,False,True,DOWN,55.06,0.946,11.0,False,points_serving,,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,False,False,True,True,True,False,5,0,W,55.882,4.0,0.0,False,True,False,3.0,3.0,1.0,10.3,29.0,5.0,-0.069,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,5.7,16.0,1.0,5.3,10.0,3.3,37.0,27.0,1.0,96.3,0.0,https://www.maxpreps.com/games/10-18-2016/volleyball-16/model-secondary-school-for-the-deaf-vs-spencerville-adventist-academy.htm?c=dOdx3x38hUGxQ27mlnE5lw#tab=box-score&schoolid=
FR_10-19_WIS_1,25.0,early,FR,27,late,2016-10-19,Wednesday,7,1,True,2,1,1,False,,,1,Washington International,WIS,1,False,True,False,regular,low,0,,,"23-25,14-25,25-18,25-19,10-15",5,2-3,-1,L,home,False,False,False,False,False,False,False,False,True,False,False,False,102,97,0.025,False,True,True,True,False,True,453.1,34.8,0.348,90.62,9.1,0.091,462.32,0.0,0.0,52.9,0.529,3,37.5,0.375,QUIET,1.8,0.98,0.0,False,True,FLAT,90.62,0.927,7.8,False,points_serving;digs_digging,,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,False,False,True,True,True,False,0,1,W,47.059,5.0,0.0,False,False,True,5.0,5.0,1.0,16.1,31.0,2.0,0.097,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,4.6,16.0,1.0,3.2,4.0,0.8,30.8,13.0,1.0,92.3,0.0,https://www.maxpreps.com/games/10-19-2016/volleyball-16/model-secondary-school-for-the-deaf-vs-washington-international.htm?c=3wDvA7Z8JkS_UPTSjFy3kA#tab=box-score&schoolid=
FR_10-20_FIELD_1,26.0,early,FR,28,late,2016-10-20,Thursday,8,1,True,3,1,1,False,,,1,Field,FIELD,1,False,False,False,regular,low,0,,,"25-4,25-10,25-16",3,3-0,3,W,away,False,False,False,False,False,False,False,False,True,False,False,False,75,30,0.429,False,False,True,False,False,True,606.1,50.7,0.507,606.1,100.0,1.0,462.32,0.0,0.0,73.5,0.735,3,37.5,0.375,QUIET,0.0,1.31,0.0,False,False,UP,606.1,0.997,2.0,False,points_serving;personal_performance_per_set,,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,False,False,True,False,False,True,1,0,L,52.941,0.0,1.0,False,True,False,1.0,3.0,3.0,60.0,5.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.maxpreps.com/games/10-20-2016/volleyball-16/field-vs-model-secondary-school-for-the-deaf.htm?c=c2uXDnz9_E-5t8OAyhaZdA#tab=box-score&schoolid=
FR_10-21_SRSSH_1,27.0,early,FR,29,late,2016-10-21,Friday,8,1,True,3,1,1,False,,,1,Stone Ridge School of the Sacred Heart,SRSSH,1,False,False,False,regular,low,0,,,"14-25,23-25,25-17,16-25",4,1-3,-2,L,home,False,False,False,False,False,False,False,False,False,False,False,False,92,78,0.082,False,True,True,True,False,True,329.1,22.0,0.22,82.28,7.7,0.077,462.32,0.0,0.0,35.3,0.353,3,37.5,0.375,QUIET,0.2,0.71,0.0,False,True,DOWN,54.85,0.902,10.25,False,points_serving;receiving_serve_receiving,,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,False,False,True,True,True,False,0,1,W,73.529,1.0,0.0,False,False,False,4.0,5.0,1.3,20.8,24.0,2.0,0.125,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,4.5,23.0,2.0,5.8,1.0,0.3,10.0,10.0,1.0,90.0,0.0,https://www.maxpreps.com/games/10-21-2016/volleyball-16/model-secondary-school-for-the-deaf-vs-stone-ridge-school-of-the-sacred-heart.htm?c=nVB-PHRnU0W-XWA-RQ6dcg#tab=box-score&schoolid=
FR_10-24_CL_1,28.0,early,FR,30,late,2016-10-24,Monday,8,3,False,1,1,1,False,,,1,Covenant Life,CL,1,False,True,False,regular,low,0,,,"18-25,19-25,19-25",3,0-3,-3,L,away,False,False,False,False,False,False,False,False,True,False,False,False,75,56,0.145,False,True,True,True,False,True,116.4,0.0,0.0,38.8,0.0,0.0,462.32,0.0,0.0,2.9,0.029,3,37.5,0.375,QUIET,0.7,0.25,0.0,False,True,DOWN,12.93,0.885,8.33,False,points_serving,,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,False,False,True,True,True,False,0,2,L,35.294,0.0,1.0,True,False,False,3.0,2.0,0.7,10.0,20.0,3.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.7,17.0,4.0,5.7,0.0,0.0,0.0,5.0,1.0,80.0,0.0,https://www.maxpreps.com/games/10-24-2016/volleyball-16/covenant-life-vs-model-secondary-school-for-the-deaf.htm?c=HwFfJ1cHOESVd3ar6pDj9g#tab=box-score&schoolid=
FR_10-26_KAA_1,29.0,early,FR,31,late,2016-10-26,Wednesday,8,2,False,2,1,1,False,,,1,King Abdullah Academy,KAA,1,False,False,False,regular,low,0,,,"21-25,17-25,17-25",3,0-3,-3,L,away,False,False,False,False,False,False,False,False,False,False,False,False,75,55,0.154,False,True,True,True,False,True,204.6,9.1,0.091,68.2,5.2,0.052,462.32,0.0,0.0,26.5,0.265,3,37.5,0.375,QUIET,0.0,0.44,0.0,False,True,FLAT,29.23,0.985,3.67,False,points_serving,,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,False,False,True,False,False,False,0,3,L,2.941,0.0,2.0,True,False,False,3.0,1.0,0.3,20.0,5.0,3.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,10.0,3.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.maxpreps.com/games/10-26-2016/volleyball-16/king-abdullah-academy-vs-model-secondary-school-for-the-deaf.htm?c=-tOrhWspCEeA5i44Oqpqsg#tab=box-score&schoolid=
FR_10-27_GTD_1,30.0,early,FR,32,late,2016-10-27,Thursday,9,1,True,2,1,1,False,,,1,Georgetown Day,GTD,1,False,False,False,regular,low,0,,,"23-25,18-25,20-25",3,0-3,-3,L,away,False,False,False,False,False,False,False,False,False,False,False,False,75,61,0.103,False,True,True,True,False,True,153.4,3.8,0.038,51.13,2.2,0.022,462.32,0.0,0.0,8.8,0.088,3,37.5,0.375,QUIET,0.2,0.33,0.0,False,True,FLAT,21.91,0.844,11.0,False,points_serving,,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,False,False,True,True,True,False,0,4,L,26.471,0.0,3.0,True,False,False,3.0,3.0,1.0,12.5,24.0,2.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,5.7,16.0,3.0,5.3,0.0,0.0,0.0,7.0,1.0,85.7,0.0,https://www.maxpreps.com/games/10-27-2016/volleyball-16/georgetown-day-vs-model-secondary-school-for-the-deaf.htm?c=R3MWzYqaokauTCV50skhGg#tab=box-score&schoolid=
FR_11-08_PARKSIDE_1,31.0,early,FR,33,late,2016-11-08,Tuesday,10,12,False,1,1,1,False,,,1,Parkside,PARKSIDE,1,False,False,False,playoff,high,2,,,"25-10,25-13,25-7",3,3-0,3,W,home,False,False,False,False,False,False,True,False,False,True,True,False,75,30,0.429,False,False,True,True,False,True,982.3,89.6,0.896,327.43,50.9,0.509,462.32,0.0,0.0,97.1,0.971,8,100.0,1.0,MEMORABLE,4.7,2.12,1964.6,True,False,UP,245.58,0.986,5.67,False,aces_serving;points_serving,,False,False,True,False,True,True,False,False,True,High,False,False,False,True,True,True,True,True,True,False,1,0,L,8.824,0.0,4.0,False,True,False,3.0,10.0,3.3,47.6,21.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.7,6.0,0.0,2.0,11.0,3.7,57.9,19.0,0.0,100.0,0.0,https://www.maxpreps.com/games/11-08-2016/volleyball-16/model-secondary-school-for-the-deaf-vs-parkside.htm?c=mx6fmINk5EK6YawEoc4h1A#tab=box-score&schoolid=
FR_11-09_WILSON_1,32.0,early,FR,34,late,2016-11-09,Wednesday,10,1,True,2,1,1,False,,,1,Woodrow Wilson,WILSON,2,True,False,False,playoff,high,2,DCSAA State Tournament Quarterfinals,,"25-21,25-17,25-15",3,3-0,3,W,away,False,False,False,False,True,False,False,False,False,True,True,False,75,53,0.172,False,False,True,True,False,True,586.9,48.7,0.487,195.63,27.6,0.276,462.32,0.0,0.0,64.7,0.647,3,37.5,0.375,QUIET,4.8,1.27,1173.8,False,False,FLAT,97.82,0.973,7.67,False,points_serving,,False,False,False,False,False,False,False,False,False,High,False,False,False,False,False,True,True,True,True,False,2,0,W,97.059,1.0,0.0,False,True,False,3.0,4.0,1.3,40.0,10.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.7,12.0,3.0,4.0,4.0,1.3,20.0,20.0,0.0,100.0,0.0,https://www.maxpreps.com/games/11-09-2016/volleyball-16/jackson-reed-vs-model-secondary-school-for-the-deaf.htm?c=RTKAoLMPCk63gR0nYK7KEw#tab=box-score&schoolid=
FR_11-10_MARET_1,33.0,early,FR,35,late,2016-11-10,Thursday,11,1,True,3,1,1,False,,,1,Maret,MARET,1,False,False,False,playoff,high,2,DCSAA State Tournament Semifinals,,"25-23,25-17,25-23",3,3-0,3,W,home,False,False,False,False,False,False,False,False,False,True,True,False,75,63,0.087,False,False,True,True,False,True,413.1,30.7,0.307,137.7,17.4,0.174,462.32,0.0,0.0,44.1,0.441,3,37.5,0.375,QUIET,4.5,0.89,826.2,False,True,DOWN,51.64,0.966,7.67,False,points_serving;assists_ball_handling,,False,False,False,False,False,False,False,False,False,High,True,False,False,False,False,True,True,True,True,False,3,0,W,64.706,2.0,0.0,False,True,False,3.0,6.0,2.0,31.6,19.0,2.0,0.211,2.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,14.0,4.0,4.7,1.0,0.3,9.1,11.0,1.0,90.9,0.0,https://www.maxpreps.com/games/11-10-2016/volleyball-16/maret-vs-model-secondary-school-for-the-deaf.htm?c=96mssrBQ20WDyAp_g56jLg#tab=box-score&schoolid=
FR_11-11_SJ_1,34.0,early,FR,36,late,2016-11-11,Friday,11,1,True,3,1,1,False,,,1,St. John's,SJ,1,False,False,False,championship,high,3,DCSAA State Tournament Championship,last FR match,"12-25,13-25,15-25",3,0-3,-3,L,neutral,False,False,False,False,False,False,False,False,False,True,True,True,75,40,0.304,False,True,True,True,False,True,265.0,15.4,0.154,88.33,8.7,0.087,462.32,0.0,0.0,32.4,0.324,3,37.5,0.375,QUIET,7.6,0.57,795.0,False,True,DOWN,66.25,0.909,10.0,False,points_serving,,False,False,False,False,False,True,False,False,False,High,False,False,False,False,False,False,True,True,True,False,0,1,W,44.118,3.0,0.0,True,False,False,3.0,4.0,1.3,23.5,17.0,1.0,0.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,4.3,17.0,2.0,5.7,0.0,0.0,0.0,4.0,0.0,100.0,0.0,https://www.maxpreps.com/games/11-11-2016/volleyball-16/model-secondary-school-for-the-deaf-vs-st-johns.htm?c=poFrFJ7iK0eyg9kZPUOQaw#tab=box-score&schoolid=
SO_08-29_SAA_1,35.0,early,SO,1,early,2017-08-29,Tuesday,1,291,False,1,1,1,False,,,1,Spencerville Adventist Academy,SAA,1,False,False,False,regular,low,0,,first SO match,"25-18,25-5,25-12",3,3-0,3,W,home,False,False,False,False,False,False,False,False,False,False,False,False,75,35,0.364,False,False,True,True,False,True,642.9,50.2,0.502,214.3,15.1,0.151,572.11,0.0,0.0,66.7,0.667,3,25.0,0.25,QUIET,0.3,1.12,0.0,False,False,FLAT,107.15,0.991,3.67,False,points_serving,,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,False,False,True,False,False,False,1,0,L,32.353,0.0,1.0,False,True,False,3.0,4.0,1.3,33.3,12.0,3.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.3,7.0,0.0,2.3,11.0,3.7,35.5,31.0,2.0,93.5,0.0,https://www.maxpreps.com/games/08-29-2017/volleyball-17/model-secondary-school-for-the-deaf-vs-spencerville-adventist-academy.htm?c=EysMl__wXEWyKfHgNVfpEQ#tab=box-score&schoolid=
SO_09-05_MARET_1,36.0,early,SO,2,early,2017-09-05,Tuesday,2,7,False,1,1,1,False,,,1,Maret,MARET,1,False,False,False,regular,low,0,,,"19-25,14-25,18-25",3,0-3,-3,L,away,False,False,False,False,False,False,False,False,False,False,False,False,75,51,0.19,False,True,True,True,False,True,287.0,17.0,0.17,95.67,4.0,0.04,572.11,0.0,0.0,18.2,0.182,3,25.0,0.25,QUIET,0.0,0.5,0.0,False,True,FLAT,31.89,0.958,8.0,False,points_serving,,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,False,False,True,True,True,False,0,1,W,66.667,1.0,0.0,True,False,False,3.0,1.0,0.3,4.2,24.0,2.0,-0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.3,20.0,3.0,6.7,2.0,0.7,28.6,7.0,3.0,57.1,0.0,https://www.maxpreps.com/games/09-05-2017/volleyball-17/maret-vs-model-secondary-school-for-the-deaf.htm?c=cnUwxUF910qvo_byQLATdQ#tab=box-score&schoolid=
SO_09-07_BW_1,37.0,early,SO,3,early,2017-09-07,Thursday,2,2,False,2,1,1,False,,,1,Brookewood,BW,1,False,False,False,regular,low,0,,,"25-8,25-16,25-6",3,3-0,3,W,home,False,False,False,False,False,False,False,False,False,False,False,False,75,30,0.429,False,False,True,True,False,True,779.4,62.9,0.629,259.8,19.3,0.193,572.11,0.0,0.0,75.8,0.758,3,25.0,0.25,QUIET,0.0,1.36,0.0,False,False,UP,194.85,0.991,3.67,False,points_serving,,False,False,False,False,False,False,False,False,False,Low,False,False,False,True,True,False,True,False,False,False,1,0,L,18.182,0.0,1.0,False,True,False,3.0,3.0,1.0,50.0,6.0,2.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,9.0,0.0,3.0,1.0,0.3,33.3,3.0,1.0,66.7,0.0,https://www.maxpreps.com/games/09-07-2017/volleyball-17/brookewood-vs-model-secondary-school-for-the-deaf.htm?c=6TewSwa2p0eGwUFJqfNdbA#tab=box-score&schoolid=
SO_09-09_AASD_1,39.0,mid,SO,5,early,2017-09-09,Saturday,2,0,False,3,1,2,True,True,False,1,Atlanta Area School for the Deaf,AASD,1,False,False,True,regular,low,0,,,"25-6,25-10,25-9",3,3-0,3,W,neutral,False,False,False,False,False,False,False,False,False,False,False,False,75,25,0.5,False,False,True,True,False,True,1176.7,100.0,1.0,392.23,31.7,0.317,572.11,0.0,0.0,100.0,1.0,12,100.0,1.0,ICONIC,0.0,2.06,0.0,False,False,UP,235.34,0.998,2.33,False,points_serving;personal_performance_score,personal_performance_score,True,True,True,False,True,False,False,False,False,Low,False,False,False,False,False,True,True,False,False,False,2,0,W,75.758,1.0,0.0,False,True,False,3.0,9.0,3.0,64.3,14.0,1.0,0.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.3,7.0,2.3,63.6,11.0,2.0,81.8,0.0,https://www.maxpreps.com/games/09-09-2017/volleyball-17/atlanta-area-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=NGJtcTostUS-zUwoR-XM_g#tab=box-score&schoolid=
SO_09-09_AIDB_2,38.0,early,SO,4,early,2017-09-09,Saturday,2,2,False,3,2,2,True,False,True,1,Alabama School for the Deaf,AIDB,1,False,False,True,regular,low,0,,,"25-13,25-9,25-10",3,3-0,3,W,away,False,False,False,False,False,False,False,False,False,False,False,False,75,32,0.402,False,False,True,True,False,True,1035.7,86.8,0.868,345.23,27.3,0.273,572.11,0.0,0.0,90.9,0.909,6,50.0,0.5,SOLID,0.0,1.81,0.0,False,False,FLAT,258.92,0.995,2.67,False,points_serving,,False,False,False,False,True,False,False,False,False,Low,False,False,False,False,False,False,True,False,False,False,3,0,W,100.0,2.0,0.0,False,True,False,3.0,10.0,3.3,62.5,16.0,1.0,0.562,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,7.0,1.0,2.3,9.0,3.0,47.4,19.0,1.0,94.7,0.0,https://www.maxpreps.com/games/09-09-2017/volleyball-17/alabama-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=Ed5SCbZmm0yep11pUl3Caw#tab=box-score&schoolid=
SO_09-12_WCA_1,40.0,mid,SO,6,early,2017-09-12,Tuesday,3,3,False,1,1,1,False,,,1,Washington Christian Academy,WCA,1,False,False,False,regular,low,0,,,"25-8,25-11,25-12",3,3-0,3,W,away,False,False,False,False,False,False,False,False,True,False,False,False,75,31,0.415,False,False,True,True,False,True,500.3,36.9,0.369,166.77,10.7,0.107,572.11,0.0,0.0,48.5,0.485,3,25.0,0.25,QUIET,0.0,0.87,0.0,False,True,DOWN,125.08,0.99,3.0,False,points_serving,,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,False,False,True,False,False,False,4,0,W,90.909,3.0,0.0,False,True,False,3.0,3.0,1.0,37.5,8.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,8.0,1.0,2.7,1.0,0.3,14.3,7.0,1.0,85.7,0.0,https://www.maxpreps.com/games/09-12-2017/volleyball-17/model-secondary-school-for-the-deaf-vs-washington-christian-academy.htm?c=mujWv8l3TkaJ3JtoMOy_Eg#tab=box-score&schoolid=
SO_09-14_MCLEAN_1,41.0,mid,SO,7,early,2017-09-14,Thursday,3,2,False,2,1,1,False,,,1,McLean,MCLEAN,1,False,False,False,regular,low,0,,,"25-8,25-10,25-12",3,3-0,3,W,home,False,False,False,False,False,False,False,False,True,False,False,False,75,30,0.429,False,False,True,True,False,True,1091.0,92.0,0.92,363.67,29.0,0.29,572.11,0.0,0.0,93.9,0.939,12,100.0,1.0,ICONIC,0.0,1.91,0.0,False,False,UP,363.67,0.992,4.0,False,points_serving;total_blks_blocking,total_blks_blocking,True,False,True,False,True,False,False,False,False,Low,False,False,False,False,False,True,True,True,True,True,5,0,W,48.485,4.0,0.0,False,True,False,3.0,17.0,5.7,89.5,19.0,1.0,0.842,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,3.0,0.0,1.0,9.0,0.0,3.0,1.0,0.3,20.0,5.0,1.0,80.0,0.0,https://www.maxpreps.com/games/09-14-2017/volleyball-17/mclean-vs-model-secondary-school-for-the-deaf.htm?c=a9ksnSw3I025jlIEVO8hMw#tab=box-score&schoolid=
SO_09-16_FRIENDS_1,42.0,mid,SO,8,early,2017-09-16,Saturday,3,2,False,2,1,1,False,,,1,Friends,FRIENDS,1,False,False,False,regular,low,0,,,"25-15,25-17,25-8",3,3-0,3,W,home,False,False,False,False,False,False,False,False,False,False,False,False,75,40,0.304,False,False,True,True,False,True,628.6,48.9,0.489,209.53,14.7,0.147,572.11,0.0,0.0,63.6,0.636,9,75.0,0.75,ICONIC,0.0,1.1,0.0,False,False,FLAT,125.72,0.979,5.67,False,points_serving;assists_ball_handling,assists_ball_handling,True,False,False,False,False,False,False,False,False,Low,False,False,False,False,False,True,True,True,True,False,6,0,W,93.939,5.0,0.0,False,True,False,3.0,11.0,3.7,35.5,31.0,2.0,0.29,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.3,10.0,1.0,3.3,3.0,1.0,30.0,10.0,1.0,90.0,0.0,https://www.maxpreps.com/games/09-16-2017/volleyball-17/friends-vs-model-secondary-school-for-the-deaf.htm?c=sOtrffr4_kOXt-grb9UdRA#tab=box-score&schoolid=
SO_09-18_BHA_1,,,SO,9,early,2017-09-18,Monday,3,2,False,2,1,1,False,,,1,Berman Hebrew Academy,BHA,1,False,False,False,sick,low,0,,,"25-10,25-6,25-9",3,3-0,3,W,home,False,False,True,False,False,False,False,False,True,False,False,False,75,25,0.5,False,False,False,False,False,True,,,,,,,,,,,,0,0.0,0.0,,0.0,,,False,False,,,,,False,,,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,False,False,False,False,False,False,7,0,W,63.636,6.0,0.0,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.maxpreps.com/games/09-18-2017/volleyball-17/berman-hebrew-academy-vs-model-secondary-school-for-the-deaf.htm?c=p1PM8dzkQkagnlgqSuigBA#tab=box-score&schoolid=
SO_09-19_BOHS_1,43.0,mid,SO,10,early,2017-09-19,Tuesday,4,1,True,2,1,1,False,,,1,Bishop O'Connell,BOHS,1,False,False,False,regular,low,0,,,"23-25,12-25,16-25",3,0-3,-3,L,away,False,False,False,False,False,False,False,False,False,False,False,False,75,51,0.19,False,True,True,True,False,True,190.0,7.9,0.079,63.33,1.0,0.01,572.11,0.0,0.0,6.1,0.061,3,25.0,0.25,QUIET,0.0,0.33,0.0,False,True,DOWN,17.27,0.903,11.0,False,points_serving,,False,False,False,False,False,True,False,False,False,Low,False,False,False,False,False,False,True,True,True,False,0,1,W,,7.0,0.0,True,False,False,3.0,3.0,1.0,16.7,18.0,6.0,-0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,3.3,23.0,3.0,7.7,0.0,0.0,0.0,7.0,1.0,85.7,0.0,https://www.maxpreps.com/games/09-19-2017/volleyball-17/bishop-oconnell-vs-model-secondary-school-for-the-deaf.htm?c=uXQAlUqtb0ycWUXwSNnzlw#tab=box-score&schoolid=
